I,J,nwcbox_value,layer#,Cell_ID,X,Y
140,45,44105,7,2210,404463.75,4127457.25
140,45,47264,8,2210,404463.75,4127457.25
141,45,2211,1,2211,405576.53,4128144.75
141,45,12969,2,2211,405576.53,4128144.75
141,45,21861,3,2211,405576.53,4128144.75
141,45,29252,4,2211,405576.53,4128144.75
141,45,35314,5,2211,405576.53,4128144.75
141,45,40183,6,2211,405576.53,4128144.75
142,45,2212,1,2212,406727.81,4128922.5
142,45,12970,2,2212,406727.81,4128922.5
142,45,21862,3,2212,406727.81,4128922.5
142,45,29253,4,2212,406727.81,4128922.5
142,45,35315,5,2212,406727.81,4128922.5
142,45,40184,6,2212,406727.81,4128922.5
143,45,2213,1,2213,407918.31,4129794.5
143,45,12971,2,2213,407918.31,4129794.5
143,45,21863,3,2213,407918.31,4129794.5
143,45,29254,4,2213,407918.31,4129794.5
144,45,2214,1,2214,409147.75,4130754.5
144,45,12972,2,2214,409147.75,4130754.5
115,46,2215,1,2215,378380.91,4127797.0
116,46,2216,1,2216,379678.38,4128174.5
116,46,12973,2,2216,379678.38,4128174.5
117,46,2217,1,2217,380898.81,4128429.75
117,46,12974,2,2217,380898.81,4128429.75
117,46,21864,3,2217,380898.81,4128429.75
118,46,2218,1,2218,382065.84,4128589.75
118,46,12975,2,2218,382065.84,4128589.75
118,46,21865,3,2218,382065.84,4128589.75
119,46,2219,1,2219,383196.09,4128677.0
119,46,12976,2,2219,383196.09,4128677.0
119,46,21866,3,2219,383196.09,4128677.0
120,46,2220,1,2220,384301.56,4128702.0
120,46,12977,2,2220,384301.56,4128702.0
120,46,21867,3,2220,384301.56,4128702.0
121,46,2221,1,2221,385389.81,4128674.5
121,46,12978,2,2221,385389.81,4128674.5
121,46,21868,3,2221,385389.81,4128674.5
122,46,2222,1,2222,386465.84,4128602.5
122,46,12979,2,2222,386465.84,4128602.5
123,46,2223,1,2223,387532.31,4128490.0
123,46,12980,2,2223,387532.31,4128490.0
124,46,2224,1,2224,388590.72,4128342.0
124,46,12981,2,2224,388590.72,4128342.0
124,46,21869,3,2224,388590.72,4128342.0
125,46,2225,1,2225,389641.62,4128164.5
125,46,12982,2,2225,389641.62,4128164.5
125,46,21870,3,2225,389641.62,4128164.5
125,46,29255,4,2225,389641.62,4128164.5
126,46,2226,1,2226,390684.19,4127962.25
126,46,12983,2,2226,390684.19,4127962.25
126,46,21871,3,2226,390684.19,4127962.25
126,46,29256,4,2226,390684.19,4127962.25
126,46,35316,5,2226,390684.19,4127962.25
127,46,2227,1,2227,391716.97,4127737.25
127,46,12984,2,2227,391716.97,4127737.25
127,46,21872,3,2227,391716.97,4127737.25
127,46,29257,4,2227,391716.97,4127737.25
127,46,35317,5,2227,391716.97,4127737.25
128,46,2228,1,2228,392738.62,4127497.5
128,46,12985,2,2228,392738.62,4127497.5
128,46,21873,3,2228,392738.62,4127497.5
128,46,29258,4,2228,392738.62,4127497.5
128,46,35318,5,2228,392738.62,4127497.5
128,46,40185,6,2228,392738.62,4127497.5
129,46,2229,1,2229,393748.16,4127247.25
129,46,12986,2,2229,393748.16,4127247.25
129,46,21874,3,2229,393748.16,4127247.25
129,46,29259,4,2229,393748.16,4127247.25
129,46,35319,5,2229,393748.16,4127247.25
129,46,40186,6,2229,393748.16,4127247.25
129,46,44106,7,2229,393748.16,4127247.25
129,46,47265,8,2229,393748.16,4127247.25
130,46,2230,1,2230,394744.16,4127007.25
130,46,12987,2,2230,394744.16,4127007.25
130,46,21875,3,2230,394744.16,4127007.25
130,46,29260,4,2230,394744.16,4127007.25
130,46,35320,5,2230,394744.16,4127007.25
130,46,40187,6,2230,394744.16,4127007.25
130,46,44107,7,2230,394744.16,4127007.25
131,46,2231,1,2231,395726.47,4126796.75
131,46,12988,2,2231,395726.47,4126796.75
131,46,21876,3,2231,395726.47,4126796.75
131,46,29261,4,2231,395726.47,4126796.75
131,46,35321,5,2231,395726.47,4126796.75
131,46,40188,6,2231,395726.47,4126796.75
131,46,44108,7,2231,395726.47,4126796.75
132,46,2232,1,2232,396696.44,4126639.75
132,46,12989,2,2232,396696.44,4126639.75
132,46,21877,3,2232,396696.44,4126639.75
132,46,29262,4,2232,396696.44,4126639.75
132,46,35322,5,2232,396696.44,4126639.75
132,46,40189,6,2232,396696.44,4126639.75
132,46,44109,7,2232,396696.44,4126639.75
133,46,2233,1,2233,397657.81,4126562.0
133,46,12990,2,2233,397657.81,4126562.0
133,46,21878,3,2233,397657.81,4126562.0
133,46,29263,4,2233,397657.81,4126562.0
133,46,35323,5,2233,397657.81,4126562.0
133,46,40190,6,2233,397657.81,4126562.0
133,46,44110,7,2233,397657.81,4126562.0
134,46,2234,1,2234,398616.31,4126577.0
134,46,12991,2,2234,398616.31,4126577.0
134,46,21879,3,2234,398616.31,4126577.0
134,46,29264,4,2234,398616.31,4126577.0
134,46,35324,5,2234,398616.31,4126577.0
134,46,40191,6,2234,398616.31,4126577.0
134,46,44111,7,2234,398616.31,4126577.0
134,46,47266,8,2234,398616.31,4126577.0
135,46,2235,1,2235,399579.12,4126694.5
135,46,12992,2,2235,399579.12,4126694.5
135,46,21880,3,2235,399579.12,4126694.5
135,46,29265,4,2235,399579.12,4126694.5
135,46,35325,5,2235,399579.12,4126694.5
135,46,40192,6,2235,399579.12,4126694.5
135,46,44112,7,2235,399579.12,4126694.5
135,46,47267,8,2235,399579.12,4126694.5
136,46,2236,1,2236,400554.62,4126915.0
136,46,12993,2,2236,400554.62,4126915.0
136,46,21881,3,2236,400554.62,4126915.0
136,46,29266,4,2236,400554.62,4126915.0
136,46,35326,5,2236,400554.62,4126915.0
136,46,40193,6,2236,400554.62,4126915.0
136,46,44113,7,2236,400554.62,4126915.0
136,46,47268,8,2236,400554.62,4126915.0
136,46,49665,9,2236,400554.62,4126915.0
137,46,2237,1,2237,401549.88,4127237.0
137,46,12994,2,2237,401549.88,4127237.0
137,46,21882,3,2237,401549.88,4127237.0
137,46,29267,4,2237,401549.88,4127237.0
137,46,35327,5,2237,401549.88,4127237.0
137,46,40194,6,2237,401549.88,4127237.0
137,46,44114,7,2237,401549.88,4127237.0
137,46,47269,8,2237,401549.88,4127237.0
137,46,49666,9,2237,401549.88,4127237.0
137,46,51443,10,2237,401549.88,4127237.0
137,46,52712,11,2237,401549.88,4127237.0
137,46,53740,12,2237,401549.88,4127237.0
138,46,2238,1,2238,402571.38,4127654.75
138,46,12995,2,2238,402571.38,4127654.75
138,46,21883,3,2238,402571.38,4127654.75
138,46,29268,4,2238,402571.38,4127654.75
138,46,35328,5,2238,402571.38,4127654.75
138,46,40195,6,2238,402571.38,4127654.75
138,46,44115,7,2238,402571.38,4127654.75
138,46,47270,8,2238,402571.38,4127654.75
138,46,49667,9,2238,402571.38,4127654.75
138,46,51444,10,2238,402571.38,4127654.75
138,46,52713,11,2238,402571.38,4127654.75
138,46,53741,12,2238,402571.38,4127654.75
138,46,54551,13,2238,402571.38,4127654.75
139,46,2239,1,2239,403623.81,4128162.25
139,46,12996,2,2239,403623.81,4128162.25
139,46,21884,3,2239,403623.81,4128162.25
139,46,29269,4,2239,403623.81,4128162.25
139,46,35329,5,2239,403623.81,4128162.25
139,46,40196,6,2239,403623.81,4128162.25
139,46,44116,7,2239,403623.81,4128162.25
139,46,47271,8,2239,403623.81,4128162.25
139,46,49668,9,2239,403623.81,4128162.25
139,46,51445,10,2239,403623.81,4128162.25
139,46,52714,11,2239,403623.81,4128162.25
139,46,53742,12,2239,403623.81,4128162.25
139,46,54552,13,2239,403623.81,4128162.25
139,46,55117,14,2239,403623.81,4128162.25
140,46,2240,1,2240,404709.31,4128759.75
140,46,12997,2,2240,404709.31,4128759.75
140,46,21885,3,2240,404709.31,4128759.75
140,46,29270,4,2240,404709.31,4128759.75
140,46,35330,5,2240,404709.31,4128759.75
140,46,40197,6,2240,404709.31,4128759.75
140,46,44117,7,2240,404709.31,4128759.75
141,46,2241,1,2241,405829.72,4129444.75
141,46,12998,2,2241,405829.72,4129444.75
141,46,21886,3,2241,405829.72,4129444.75
141,46,29271,4,2241,405829.72,4129444.75
141,46,35331,5,2241,405829.72,4129444.75
141,46,40198,6,2241,405829.72,4129444.75
142,46,2242,1,2242,406986.69,4130219.5
142,46,12999,2,2242,406986.69,4130219.5
142,46,21887,3,2242,406986.69,4130219.5
142,46,29272,4,2242,406986.69,4130219.5
142,46,35332,5,2242,406986.69,4130219.5
142,46,40199,6,2242,406986.69,4130219.5
143,46,2243,1,2243,408180.75,4131087.0
143,46,13000,2,2243,408180.75,4131087.0
143,46,21888,3,2243,408180.75,4131087.0
143,46,29273,4,2243,408180.75,4131087.0
143,46,35333,5,2243,408180.75,4131087.0
144,46,2244,1,2244,409410.72,4132039.75
144,46,13001,2,2244,409410.72,4132039.75
144,46,21889,3,2244,409410.72,4132039.75
145,46,2245,1,2245,410674.53,4133069.5
145,46,13002,2,2245,410674.53,4133069.5
114,47,2246,1,2246,377227.16,4128875.0
115,47,2247,1,2247,378636.88,4129387.0
115,47,13003,2,2247,378636.88,4129387.0
116,47,2248,1,2248,379936.84,4129747.25
116,47,13004,2,2248,379936.84,4129747.25
116,47,21890,3,2248,379936.84,4129747.25
117,47,2249,1,2249,381158.31,4129987.25
117,47,13005,2,2249,381158.31,4129987.25
117,47,21891,3,2249,381158.31,4129987.25
118,47,2250,1,2250,382325.31,4130132.5
118,47,13006,2,2250,382325.31,4130132.5
118,47,21892,3,2250,382325.31,4130132.5
119,47,2251,1,2251,383455.31,4130205.0
119,47,13007,2,2251,383455.31,4130205.0
119,47,21893,3,2251,383455.31,4130205.0
120,47,2252,1,2252,384560.09,4130214.5
120,47,13008,2,2252,384560.09,4130214.5
121,47,2253,1,2253,385647.28,4130172.25
121,47,13009,2,2253,385647.28,4130172.25
123,47,2254,1,2254,387787.72,4129957.0
123,47,13010,2,2254,387787.72,4129957.0
124,47,2255,1,2255,388845.0,4129794.5
124,47,13011,2,2255,388845.0,4129794.5
124,47,21894,3,2255,388845.0,4129794.5
125,47,2256,1,2256,389894.47,4129602.0
125,47,13012,2,2256,389894.47,4129602.0
125,47,21895,3,2256,389894.47,4129602.0
125,47,29274,4,2256,389894.47,4129602.0
126,47,2257,1,2257,390935.75,4129385.0
126,47,13013,2,2257,390935.75,4129385.0
126,47,21896,3,2257,390935.75,4129385.0
126,47,29275,4,2257,390935.75,4129385.0
126,47,35334,5,2257,390935.75,4129385.0
127,47,2258,1,2258,391967.19,4129142.0
127,47,13014,2,2258,391967.19,4129142.0
127,47,21897,3,2258,391967.19,4129142.0
127,47,29276,4,2258,391967.19,4129142.0
127,47,35335,5,2258,391967.19,4129142.0
128,47,2259,1,2259,392987.44,4128884.75
128,47,13015,2,2259,392987.44,4128884.75
128,47,21898,3,2259,392987.44,4128884.75
128,47,29277,4,2259,392987.44,4128884.75
128,47,35336,5,2259,392987.44,4128884.75
128,47,40200,6,2259,392987.44,4128884.75
129,47,2260,1,2260,393995.75,4128624.75
129,47,13016,2,2260,393995.75,4128624.75
129,47,21899,3,2260,393995.75,4128624.75
129,47,29278,4,2260,393995.75,4128624.75
129,47,35337,5,2260,393995.75,4128624.75
129,47,40201,6,2260,393995.75,4128624.75
129,47,44118,7,2260,393995.75,4128624.75
129,47,47272,8,2260,393995.75,4128624.75
130,47,2261,1,2261,394990.72,4128374.75
130,47,13017,2,2261,394990.72,4128374.75
130,47,21900,3,2261,394990.72,4128374.75
130,47,29279,4,2261,394990.72,4128374.75
130,47,35338,5,2261,394990.72,4128374.75
130,47,40202,6,2261,394990.72,4128374.75
130,47,44119,7,2261,394990.72,4128374.75
131,47,2262,1,2262,395972.44,4128152.25
131,47,13018,2,2262,395972.44,4128152.25
131,47,21901,3,2262,395972.44,4128152.25
131,47,29280,4,2262,395972.44,4128152.25
131,47,35339,5,2262,395972.44,4128152.25
131,47,40203,6,2262,395972.44,4128152.25
131,47,44120,7,2262,395972.44,4128152.25
132,47,2263,1,2263,396943.16,4127985.0
132,47,13019,2,2263,396943.16,4127985.0
132,47,21902,3,2263,396943.16,4127985.0
132,47,29281,4,2263,396943.16,4127985.0
132,47,35340,5,2263,396943.16,4127985.0
132,47,40204,6,2263,396943.16,4127985.0
132,47,44121,7,2263,396943.16,4127985.0
133,47,2264,1,2264,397906.59,4127897.25
133,47,13020,2,2264,397906.59,4127897.25
133,47,21903,3,2264,397906.59,4127897.25
133,47,29282,4,2264,397906.59,4127897.25
133,47,35341,5,2264,397906.59,4127897.25
133,47,40205,6,2264,397906.59,4127897.25
133,47,44122,7,2264,397906.59,4127897.25
134,47,2265,1,2265,398868.88,4127904.75
134,47,13021,2,2265,398868.88,4127904.75
134,47,21904,3,2265,398868.88,4127904.75
134,47,29283,4,2265,398868.88,4127904.75
134,47,35342,5,2265,398868.88,4127904.75
134,47,40206,6,2265,398868.88,4127904.75
134,47,44123,7,2265,398868.88,4127904.75
134,47,47273,8,2265,398868.88,4127904.75
135,47,2266,1,2266,399836.56,4128017.25
135,47,13022,2,2266,399836.56,4128017.25
135,47,21905,3,2266,399836.56,4128017.25
135,47,29284,4,2266,399836.56,4128017.25
135,47,35343,5,2266,399836.56,4128017.25
135,47,40207,6,2266,399836.56,4128017.25
135,47,44124,7,2266,399836.56,4128017.25
135,47,47274,8,2266,399836.56,4128017.25
136,47,2267,1,2267,400817.88,4128234.5
136,47,13023,2,2267,400817.88,4128234.5
136,47,21906,3,2267,400817.88,4128234.5
136,47,29285,4,2267,400817.88,4128234.5
136,47,35344,5,2267,400817.88,4128234.5
136,47,40208,6,2267,400817.88,4128234.5
136,47,44125,7,2267,400817.88,4128234.5
136,47,47275,8,2267,400817.88,4128234.5
136,47,49669,9,2267,400817.88,4128234.5
137,47,2268,1,2268,401819.41,4128554.5
137,47,13024,2,2268,401819.41,4128554.5
137,47,21907,3,2268,401819.41,4128554.5
137,47,29286,4,2268,401819.41,4128554.5
137,47,35345,5,2268,401819.41,4128554.5
137,47,40209,6,2268,401819.41,4128554.5
137,47,44126,7,2268,401819.41,4128554.5
137,47,47276,8,2268,401819.41,4128554.5
137,47,49670,9,2268,401819.41,4128554.5
137,47,51446,10,2268,401819.41,4128554.5
137,47,52715,11,2268,401819.41,4128554.5
137,47,53743,12,2268,401819.41,4128554.5
138,47,2269,1,2269,402846.12,4128967.25
138,47,13025,2,2269,402846.12,4128967.25
138,47,21908,3,2269,402846.12,4128967.25
138,47,29287,4,2269,402846.12,4128967.25
138,47,35346,5,2269,402846.12,4128967.25
138,47,40210,6,2269,402846.12,4128967.25
138,47,44127,7,2269,402846.12,4128967.25
138,47,47277,8,2269,402846.12,4128967.25
138,47,49671,9,2269,402846.12,4128967.25
138,47,51447,10,2269,402846.12,4128967.25
138,47,52716,11,2269,402846.12,4128967.25
138,47,53744,12,2269,402846.12,4128967.25
138,47,54553,13,2269,402846.12,4128967.25
139,47,2270,1,2270,403902.41,4129469.5
139,47,13026,2,2270,403902.41,4129469.5
139,47,21909,3,2270,403902.41,4129469.5
139,47,29288,4,2270,403902.41,4129469.5
139,47,35347,5,2270,403902.41,4129469.5
139,47,40211,6,2270,403902.41,4129469.5
139,47,44128,7,2270,403902.41,4129469.5
139,47,47278,8,2270,403902.41,4129469.5
139,47,49672,9,2270,403902.41,4129469.5
139,47,51448,10,2270,403902.41,4129469.5
139,47,52717,11,2270,403902.41,4129469.5
139,47,53745,12,2270,403902.41,4129469.5
139,47,54554,13,2270,403902.41,4129469.5
139,47,55118,14,2270,403902.41,4129469.5
140,47,2271,1,2271,404989.84,4130064.75
140,47,13027,2,2271,404989.84,4130064.75
140,47,21910,3,2271,404989.84,4130064.75
140,47,29289,4,2271,404989.84,4130064.75
140,47,35348,5,2271,404989.84,4130064.75
140,47,40212,6,2271,404989.84,4130064.75
140,47,44129,7,2271,404989.84,4130064.75
141,47,2272,1,2272,406110.53,4130749.75
141,47,13028,2,2272,406110.53,4130749.75
141,47,21911,3,2272,406110.53,4130749.75
141,47,29290,4,2272,406110.53,4130749.75
141,47,35349,5,2272,406110.53,4130749.75
141,47,40213,6,2272,406110.53,4130749.75
141,47,44130,7,2272,406110.53,4130749.75
142,47,2273,1,2273,407265.97,4131522.0
142,47,13029,2,2273,407265.97,4131522.0
142,47,21912,3,2273,407265.97,4131522.0
142,47,29291,4,2273,407265.97,4131522.0
142,47,35350,5,2273,407265.97,4131522.0
142,47,40214,6,2273,407265.97,4131522.0
142,47,44131,7,2273,407265.97,4131522.0
143,47,2274,1,2274,408455.97,4132382.0
143,47,13030,2,2274,408455.97,4132382.0
143,47,21913,3,2274,408455.97,4132382.0
143,47,29292,4,2274,408455.97,4132382.0
143,47,35351,5,2274,408455.97,4132382.0
143,47,40215,6,2274,408455.97,4132382.0
144,47,2275,1,2275,409679.19,4133327.75
144,47,13031,2,2275,409679.19,4133327.75
144,47,21914,3,2275,409679.19,4133327.75
144,47,29293,4,2275,409679.19,4133327.75
145,47,2276,1,2276,410933.69,4134347.25
145,47,13032,2,2276,410933.69,4134347.25
146,47,2277,1,2277,412216.03,4135427.25
114,48,2278,1,2278,377533.41,4130314.5
114,48,13033,2,2278,377533.41,4130314.5
115,48,2279,1,2279,378946.53,4130797.0
115,48,13034,2,2279,378946.53,4130797.0
115,48,21915,3,2279,378946.53,4130797.0
116,48,2280,1,2280,380239.56,4131154.5
116,48,13035,2,2280,380239.56,4131154.5
116,48,21916,3,2280,380239.56,4131154.5
117,48,2281,1,2281,381493.12,4131417.0
117,48,13036,2,2281,381493.12,4131417.0
117,48,21917,3,2281,381493.12,4131417.0
118,48,2282,1,2282,382686.59,4131552.0
118,48,13037,2,2282,382686.59,4131552.0
119,48,2283,1,2283,383822.81,4131662.0
120,48,2284,1,2284,384921.28,4131709.75
123,48,2285,1,2285,388138.97,4131404.5
123,48,13038,2,2285,388138.97,4131404.5
124,48,2286,1,2286,389192.84,4131224.75
124,48,13039,2,2286,389192.84,4131224.75
124,48,21918,3,2286,389192.84,4131224.75
125,48,2287,1,2287,390238.53,4131017.25
125,48,13040,2,2287,390238.53,4131017.25
125,48,21919,3,2287,390238.53,4131017.25
125,48,29294,4,2287,390238.53,4131017.25
126,48,2288,1,2288,391275.97,4130784.75
126,48,13041,2,2288,391275.97,4130784.75
126,48,21920,3,2288,391275.97,4130784.75
126,48,29295,4,2288,391275.97,4130784.75
126,48,35352,5,2288,391275.97,4130784.75
126,48,40216,6,2288,391275.97,4130784.75
127,48,2289,1,2289,392303.97,4130527.25
127,48,13042,2,2289,392303.97,4130527.25
127,48,21921,3,2289,392303.97,4130527.25
127,48,29296,4,2289,392303.97,4130527.25
127,48,35353,5,2289,392303.97,4130527.25
127,48,40217,6,2289,392303.97,4130527.25
128,48,2290,1,2290,393320.69,4130257.0
128,48,13043,2,2290,393320.69,4130257.0
128,48,21922,3,2290,393320.69,4130257.0
128,48,29297,4,2290,393320.69,4130257.0
128,48,35354,5,2290,393320.69,4130257.0
128,48,40218,6,2290,393320.69,4130257.0
129,48,2291,1,2291,394325.72,4129984.25
129,48,13044,2,2291,394325.72,4129984.25
129,48,21923,3,2291,394325.72,4129984.25
129,48,29298,4,2291,394325.72,4129984.25
129,48,35355,5,2291,394325.72,4129984.25
129,48,40219,6,2291,394325.72,4129984.25
129,48,44132,7,2291,394325.72,4129984.25
129,48,47279,8,2291,394325.72,4129984.25
130,48,2292,1,2292,395317.72,4129722.0
130,48,13045,2,2292,395317.72,4129722.0
130,48,21924,3,2292,395317.72,4129722.0
130,48,29299,4,2292,395317.72,4129722.0
130,48,35356,5,2292,395317.72,4129722.0
130,48,40220,6,2292,395317.72,4129722.0
130,48,44133,7,2292,395317.72,4129722.0
131,48,2293,1,2293,396297.0,4129489.5
131,48,13046,2,2293,396297.0,4129489.5
131,48,21925,3,2293,396297.0,4129489.5
131,48,29300,4,2293,396297.0,4129489.5
131,48,35357,5,2293,396297.0,4129489.5
131,48,40221,6,2293,396297.0,4129489.5
131,48,44134,7,2293,396297.0,4129489.5
132,48,2294,1,2294,397265.97,4129317.0
132,48,13047,2,2294,397265.97,4129317.0
132,48,21926,3,2294,397265.97,4129317.0
132,48,29301,4,2294,397265.97,4129317.0
132,48,35358,5,2294,397265.97,4129317.0
132,48,40222,6,2294,397265.97,4129317.0
132,48,44135,7,2294,397265.97,4129317.0
133,48,2295,1,2295,398228.12,4129224.75
133,48,13048,2,2295,398228.12,4129224.75
133,48,21927,3,2295,398228.12,4129224.75
133,48,29302,4,2295,398228.12,4129224.75
133,48,35359,5,2295,398228.12,4129224.75
133,48,40223,6,2295,398228.12,4129224.75
133,48,44136,7,2295,398228.12,4129224.75
134,48,2296,1,2296,399189.88,4129229.75
134,48,13049,2,2296,399189.88,4129229.75
134,48,21928,3,2296,399189.88,4129229.75
134,48,29303,4,2296,399189.88,4129229.75
134,48,35360,5,2296,399189.88,4129229.75
134,48,40224,6,2296,399189.88,4129229.75
134,48,44137,7,2296,399189.88,4129229.75
134,48,47280,8,2296,399189.88,4129229.75
135,48,2297,1,2297,400157.38,4129339.25
135,48,13050,2,2297,400157.38,4129339.25
135,48,21929,3,2297,400157.38,4129339.25
135,48,29304,4,2297,400157.38,4129339.25
135,48,35361,5,2297,400157.38,4129339.25
135,48,40225,6,2297,400157.38,4129339.25
135,48,44138,7,2297,400157.38,4129339.25
135,48,47281,8,2297,400157.38,4129339.25
136,48,2298,1,2298,401137.81,4129554.5
136,48,13051,2,2298,401137.81,4129554.5
136,48,21930,3,2298,401137.81,4129554.5
136,48,29305,4,2298,401137.81,4129554.5
136,48,35362,5,2298,401137.81,4129554.5
136,48,40226,6,2298,401137.81,4129554.5
136,48,44139,7,2298,401137.81,4129554.5
136,48,47282,8,2298,401137.81,4129554.5
136,48,49673,9,2298,401137.81,4129554.5
137,48,2299,1,2299,402138.31,4129872.25
137,48,13052,2,2299,402138.31,4129872.25
137,48,21931,3,2299,402138.31,4129872.25
137,48,29306,4,2299,402138.31,4129872.25
137,48,35363,5,2299,402138.31,4129872.25
137,48,40227,6,2299,402138.31,4129872.25
137,48,44140,7,2299,402138.31,4129872.25
137,48,47283,8,2299,402138.31,4129872.25
137,48,49674,9,2299,402138.31,4129872.25
137,48,51449,10,2299,402138.31,4129872.25
137,48,52718,11,2299,402138.31,4129872.25
137,48,53746,12,2299,402138.31,4129872.25
138,48,2300,1,2300,403162.84,4130282.25
138,48,13053,2,2300,403162.84,4130282.25
138,48,21932,3,2300,403162.84,4130282.25
138,48,29307,4,2300,403162.84,4130282.25
138,48,35364,5,2300,403162.84,4130282.25
138,48,40228,6,2300,403162.84,4130282.25
138,48,44141,7,2300,403162.84,4130282.25
138,48,47284,8,2300,403162.84,4130282.25
138,48,49675,9,2300,403162.84,4130282.25
138,48,51450,10,2300,403162.84,4130282.25
138,48,52719,11,2300,403162.84,4130282.25
138,48,53747,12,2300,403162.84,4130282.25
138,48,54555,13,2300,403162.84,4130282.25
139,48,2301,1,2301,404214.91,4130784.75
139,48,13054,2,2301,404214.91,4130784.75
139,48,21933,3,2301,404214.91,4130784.75
139,48,29308,4,2301,404214.91,4130784.75
139,48,35365,5,2301,404214.91,4130784.75
139,48,40229,6,2301,404214.91,4130784.75
139,48,44142,7,2301,404214.91,4130784.75
139,48,47285,8,2301,404214.91,4130784.75
139,48,49676,9,2301,404214.91,4130784.75
139,48,51451,10,2301,404214.91,4130784.75
139,48,52720,11,2301,404214.91,4130784.75
139,48,53748,12,2301,404214.91,4130784.75
139,48,54556,13,2301,404214.91,4130784.75
139,48,55119,14,2301,404214.91,4130784.75
140,48,2302,1,2302,405296.88,4131379.75
140,48,13055,2,2302,405296.88,4131379.75
140,48,21934,3,2302,405296.88,4131379.75
140,48,29309,4,2302,405296.88,4131379.75
140,48,35366,5,2302,405296.88,4131379.75
140,48,40230,6,2302,405296.88,4131379.75
140,48,44143,7,2302,405296.88,4131379.75
140,48,47286,8,2302,405296.88,4131379.75
140,48,49677,9,2302,405296.88,4131379.75
141,48,2303,1,2303,406410.53,4132061.75
141,48,13056,2,2303,406410.53,4132061.75
141,48,21935,3,2303,406410.53,4132061.75
141,48,29310,4,2303,406410.53,4132061.75
141,48,35367,5,2303,406410.53,4132061.75
141,48,40231,6,2303,406410.53,4132061.75
141,48,44144,7,2303,406410.53,4132061.75
142,48,2304,1,2304,407557.0,4132829.5
142,48,13057,2,2304,407557.0,4132829.5
142,48,21936,3,2304,407557.0,4132829.5
142,48,29311,4,2304,407557.0,4132829.5
142,48,35368,5,2304,407557.0,4132829.5
142,48,40232,6,2304,407557.0,4132829.5
142,48,44145,7,2304,407557.0,4132829.5
143,48,2305,1,2305,408735.72,4133682.25
143,48,13058,2,2305,408735.72,4133682.25
143,48,21937,3,2305,408735.72,4133682.25
143,48,29312,4,2305,408735.72,4133682.25
143,48,35369,5,2305,408735.72,4133682.25
143,48,40233,6,2305,408735.72,4133682.25
144,48,2306,1,2306,409945.91,4134617.0
144,48,13059,2,2306,409945.91,4134617.0
144,48,21938,3,2306,409945.91,4134617.0
144,48,29313,4,2306,409945.91,4134617.0
144,48,35370,5,2306,409945.91,4134617.0
145,48,2307,1,2307,411185.69,4135627.25
145,48,13060,2,2307,411185.69,4135627.25
145,48,21939,3,2307,411185.69,4135627.25
146,48,2308,1,2308,412450.69,4136694.5
111,49,2309,1,2309,371535.53,4130772.5
112,49,2310,1,2310,374227.16,4130737.25
113,49,2311,1,2311,376257.16,4131234.5
113,49,13061,2,2311,376257.16,4131234.5
114,49,2312,1,2312,377850.41,4131730.0
114,49,13062,2,2312,377850.41,4131730.0
114,49,21940,3,2312,377850.41,4131730.0
115,49,2313,1,2313,379330.38,4132157.0
115,49,13063,2,2313,379330.38,4132157.0
115,49,21941,3,2313,379330.38,4132157.0
116,49,2314,1,2314,380730.38,4132570.0
116,49,13064,2,2314,380730.38,4132570.0
116,49,21942,3,2314,380730.38,4132570.0
117,49,2315,1,2315,382065.41,4132897.0
117,49,13065,2,2315,382065.41,4132897.0
118,49,2316,1,2316,383202.84,4133012.25
122,49,2317,1,2317,387513.56,4132995.0
123,49,2318,1,2318,388568.56,4132834.5
123,49,13066,2,2318,388568.56,4132834.5
124,49,2319,1,2319,389615.75,4132637.0
124,49,13067,2,2319,389615.75,4132637.0
124,49,21943,3,2319,389615.75,4132637.0
125,49,2320,1,2320,390655.41,4132414.5
125,49,13068,2,2320,390655.41,4132414.5
125,49,21944,3,2320,390655.41,4132414.5
125,49,29314,4,2320,390655.41,4132414.5
125,49,35371,5,2320,390655.41,4132414.5
126,49,2321,1,2321,391686.62,4132167.0
126,49,13069,2,2321,391686.62,4132167.0
126,49,21945,3,2321,391686.62,4132167.0
126,49,29315,4,2321,391686.62,4132167.0
126,49,35372,5,2321,391686.62,4132167.0
126,49,40234,6,2321,391686.62,4132167.0
127,49,2322,1,2322,392708.62,4131894.5
127,49,13070,2,2322,392708.62,4131894.5
127,49,21946,3,2322,392708.62,4131894.5
127,49,29316,4,2322,392708.62,4131894.5
127,49,35373,5,2322,392708.62,4131894.5
127,49,40235,6,2322,392708.62,4131894.5
128,49,2323,1,2323,393720.25,4131612.25
128,49,13071,2,2323,393720.25,4131612.25
128,49,21947,3,2323,393720.25,4131612.25
128,49,29317,4,2323,393720.25,4131612.25
128,49,35374,5,2323,393720.25,4131612.25
128,49,40236,6,2323,393720.25,4131612.25
129,49,2324,1,2324,394720.25,4131327.0
129,49,13072,2,2324,394720.25,4131327.0
129,49,21948,3,2324,394720.25,4131327.0
129,49,29318,4,2324,394720.25,4131327.0
129,49,35375,5,2324,394720.25,4131327.0
129,49,40237,6,2324,394720.25,4131327.0
129,49,44146,7,2324,394720.25,4131327.0
129,49,47287,8,2324,394720.25,4131327.0
130,49,2325,1,2325,395707.72,4131051.75
130,49,13073,2,2325,395707.72,4131051.75
