I,J,nwcbox_value,layer#,Cell_ID,X,Y
108,2,1,1,1,390312.72,4064563.25
108,3,2,1,2,386127.81,4065675.5
108,4,3,1,3,384502.84,4068255.75
117,4,4,1,4,414642.41,4075672.75
117,4,11065,2,4,414642.41,4075672.75
117,4,20212,3,4,414642.41,4075672.75
117,4,27816,4,4,414642.41,4075672.75
118,4,5,1,5,415892.41,4077278.0
118,4,11066,2,5,415892.41,4077278.0
118,4,20213,3,5,415892.41,4077278.0
118,4,27817,4,5,415892.41,4077278.0
119,4,6,1,6,416823.91,4078726.0
119,4,11067,2,6,416823.91,4078726.0
119,4,20214,3,6,416823.91,4078726.0
119,4,27818,4,6,416823.91,4078726.0
120,4,7,1,7,417568.41,4079990.5
120,4,11068,2,7,417568.41,4079990.5
120,4,20215,3,7,417568.41,4079990.5
120,4,27819,4,7,417568.41,4079990.5
121,4,8,1,8,418135.38,4081030.75
121,4,11069,2,8,418135.38,4081030.75
121,4,20216,3,8,418135.38,4081030.75
121,4,27820,4,8,418135.38,4081030.75
122,4,9,1,9,418582.09,4081911.0
122,4,11070,2,9,418582.09,4081911.0
122,4,20217,3,9,418582.09,4081911.0
122,4,27821,4,9,418582.09,4081911.0
123,4,10,1,10,418969.91,4082652.75
123,4,11071,2,10,418969.91,4082652.75
123,4,20218,3,10,418969.91,4082652.75
123,4,27822,4,10,418969.91,4082652.75
124,4,11,1,11,419268.12,4083278.0
124,4,11072,2,11,419268.12,4083278.0
124,4,20219,3,11,419268.12,4083278.0
124,4,27823,4,11,419268.12,4083278.0
125,4,12,1,12,419553.88,4083870.5
125,4,11073,2,12,419553.88,4083870.5
125,4,20220,3,12,419553.88,4083870.5
125,4,27824,4,12,419553.88,4083870.5
125,4,34205,5,12,419553.88,4083870.5
125,4,39385,6,12,419553.88,4083870.5
125,4,43576,7,12,419553.88,4083870.5
126,4,13,1,13,419829.16,4084437.5
126,4,11074,2,13,419829.16,4084437.5
126,4,20221,3,13,419829.16,4084437.5
126,4,27825,4,13,419829.16,4084437.5
126,4,34206,5,13,419829.16,4084437.5
126,4,39386,6,13,419829.16,4084437.5
126,4,43577,7,13,419829.16,4084437.5
126,4,46868,8,13,419829.16,4084437.5
126,4,49408,9,13,419829.16,4084437.5
126,4,51216,10,13,419829.16,4084437.5
127,4,14,1,14,420095.38,4084985.25
127,4,11075,2,14,420095.38,4084985.25
127,4,20222,3,14,420095.38,4084985.25
127,4,27826,4,14,420095.38,4084985.25
127,4,34207,5,14,420095.38,4084985.25
127,4,39387,6,14,420095.38,4084985.25
127,4,43578,7,14,420095.38,4084985.25
127,4,46869,8,14,420095.38,4084985.25
127,4,49409,9,14,420095.38,4084985.25
127,4,51217,10,14,420095.38,4084985.25
128,4,15,1,15,420353.09,4085515.25
128,4,11076,2,15,420353.09,4085515.25
128,4,20223,3,15,420353.09,4085515.25
128,4,27827,4,15,420353.09,4085515.25
128,4,34208,5,15,420353.09,4085515.25
128,4,39388,6,15,420353.09,4085515.25
128,4,43579,7,15,420353.09,4085515.25
128,4,46870,8,15,420353.09,4085515.25
128,4,49410,9,15,420353.09,4085515.25
128,4,51218,10,15,420353.09,4085515.25
129,4,16,1,16,420602.75,4086030.5
129,4,11077,2,16,420602.75,4086030.5
129,4,20224,3,16,420602.75,4086030.5
129,4,27828,4,16,420602.75,4086030.5
129,4,34209,5,16,420602.75,4086030.5
129,4,39389,6,16,420602.75,4086030.5
129,4,43580,7,16,420602.75,4086030.5
129,4,46871,8,16,420602.75,4086030.5
129,4,49411,9,16,420602.75,4086030.5
129,4,51219,10,16,420602.75,4086030.5
130,4,17,1,17,420844.56,4086540.25
130,4,11078,2,17,420844.56,4086540.25
130,4,20225,3,17,420844.56,4086540.25
130,4,27829,4,17,420844.56,4086540.25
130,4,34210,5,17,420844.56,4086540.25
130,4,39390,6,17,420844.56,4086540.25
130,4,43581,7,17,420844.56,4086540.25
130,4,46872,8,17,420844.56,4086540.25
130,4,49412,9,17,420844.56,4086540.25
130,4,51220,10,17,420844.56,4086540.25
131,4,18,1,18,421077.56,4087042.5
131,4,11079,2,18,421077.56,4087042.5
131,4,20226,3,18,421077.56,4087042.5
131,4,27830,4,18,421077.56,4087042.5
131,4,34211,5,18,421077.56,4087042.5
131,4,39391,6,18,421077.56,4087042.5
131,4,43582,7,18,421077.56,4087042.5
131,4,46873,8,18,421077.56,4087042.5
131,4,49413,9,18,421077.56,4087042.5
131,4,51221,10,18,421077.56,4087042.5
131,4,52563,11,18,421077.56,4087042.5
132,4,19,1,19,421301.09,4087539.75
132,4,11080,2,19,421301.09,4087539.75
132,4,20227,3,19,421301.09,4087539.75
132,4,27831,4,19,421301.09,4087539.75
132,4,34212,5,19,421301.09,4087539.75
132,4,39392,6,19,421301.09,4087539.75
132,4,43583,7,19,421301.09,4087539.75
132,4,46874,8,19,421301.09,4087539.75
132,4,49414,9,19,421301.09,4087539.75
132,4,51222,10,19,421301.09,4087539.75
132,4,52564,11,19,421301.09,4087539.75
133,4,20,1,20,421515.59,4088042.5
133,4,11081,2,20,421515.59,4088042.5
133,4,20228,3,20,421515.59,4088042.5
133,4,27832,4,20,421515.59,4088042.5
133,4,34213,5,20,421515.59,4088042.5
133,4,39393,6,20,421515.59,4088042.5
133,4,43584,7,20,421515.59,4088042.5
133,4,46875,8,20,421515.59,4088042.5
133,4,49415,9,20,421515.59,4088042.5
133,4,51223,10,20,421515.59,4088042.5
133,4,52565,11,20,421515.59,4088042.5
134,4,21,1,21,421722.38,4088552.75
134,4,11082,2,21,421722.38,4088552.75
134,4,20229,3,21,421722.38,4088552.75
134,4,27833,4,21,421722.38,4088552.75
134,4,34214,5,21,421722.38,4088552.75
134,4,39394,6,21,421722.38,4088552.75
134,4,43585,7,21,421722.38,4088552.75
135,4,22,1,22,421925.62,4089082.5
135,4,11083,2,22,421925.62,4089082.5
135,4,20230,3,22,421925.62,4089082.5
135,4,27834,4,22,421925.62,4089082.5
135,4,34215,5,22,421925.62,4089082.5
135,4,39395,6,22,421925.62,4089082.5
135,4,43586,7,22,421925.62,4089082.5
136,4,23,1,23,422132.53,4089645.0
136,4,11084,2,23,422132.53,4089645.0
136,4,20231,3,23,422132.53,4089645.0
136,4,27835,4,23,422132.53,4089645.0
136,4,34216,5,23,422132.53,4089645.0
137,4,24,1,24,422350.09,4090247.25
137,4,11085,2,24,422350.09,4090247.25
137,4,20232,3,24,422350.09,4090247.25
137,4,27836,4,24,422350.09,4090247.25
137,4,34217,5,24,422350.09,4090247.25
138,4,25,1,25,422584.28,4090907.5
138,4,11086,2,25,422584.28,4090907.5
138,4,20233,3,25,422584.28,4090907.5
138,4,27837,4,25,422584.28,4090907.5
138,4,34218,5,25,422584.28,4090907.5
139,4,26,1,26,422841.0,4091632.75
139,4,11087,2,26,422841.0,4091632.75
139,4,20234,3,26,422841.0,4091632.75
139,4,27838,4,26,422841.0,4091632.75
139,4,34219,5,26,422841.0,4091632.75
140,4,27,1,27,423124.84,4092427.5
140,4,11088,2,27,423124.84,4092427.5
140,4,20235,3,27,423124.84,4092427.5
140,4,27839,4,27,423124.84,4092427.5
140,4,34220,5,27,423124.84,4092427.5
141,4,28,1,28,423438.31,4093302.75
141,4,11089,2,28,423438.31,4093302.75
141,4,20236,3,28,423438.31,4093302.75
141,4,27840,4,28,423438.31,4093302.75
141,4,34221,5,28,423438.31,4093302.75
142,4,29,1,29,423783.0,4094255.0
142,4,11090,2,29,423783.0,4094255.0
142,4,20237,3,29,423783.0,4094255.0
142,4,27841,4,29,423783.0,4094255.0
142,4,34222,5,29,423783.0,4094255.0
142,4,39396,6,29,423783.0,4094255.0
143,4,30,1,30,424158.47,4095290.25
143,4,11091,2,30,424158.47,4095290.25
143,4,20238,3,30,424158.47,4095290.25
143,4,27842,4,30,424158.47,4095290.25
143,4,34223,5,30,424158.47,4095290.25
143,4,39397,6,30,424158.47,4095290.25
144,4,31,1,31,424564.59,4096407.25
144,4,11092,2,31,424564.59,4096407.25
144,4,20239,3,31,424564.59,4096407.25
144,4,27843,4,31,424564.59,4096407.25
144,4,34224,5,31,424564.59,4096407.25
144,4,39398,6,31,424564.59,4096407.25
144,4,43587,7,31,424564.59,4096407.25
144,4,46876,8,31,424564.59,4096407.25
145,4,32,1,32,424999.38,4097599.75
145,4,11093,2,32,424999.38,4097599.75
145,4,20240,3,32,424999.38,4097599.75
145,4,27844,4,32,424999.38,4097599.75
145,4,34225,5,32,424999.38,4097599.75
145,4,39399,6,32,424999.38,4097599.75
146,4,33,1,33,425459.38,4098862.5
146,4,11094,2,33,425459.38,4098862.5
146,4,20241,3,33,425459.38,4098862.5
146,4,27845,4,33,425459.38,4098862.5
146,4,34226,5,33,425459.38,4098862.5
146,4,39400,6,33,425459.38,4098862.5
147,4,34,1,34,425940.84,4100182.5
147,4,11095,2,34,425940.84,4100182.5
147,4,20242,3,34,425940.84,4100182.5
147,4,27846,4,34,425940.84,4100182.5
147,4,34227,5,34,425940.84,4100182.5
147,4,39401,6,34,425940.84,4100182.5
148,4,35,1,35,426438.47,4101540.25
148,4,11096,2,35,426438.47,4101540.25
148,4,20243,3,35,426438.47,4101540.25
148,4,27847,4,35,426438.47,4101540.25
149,4,36,1,36,426942.69,4103195.25
149,4,11097,2,36,426942.69,4103195.25
149,4,20244,3,36,426942.69,4103195.25
149,4,27848,4,36,426942.69,4103195.25
150,4,37,1,37,427384.72,4105335.25
150,4,11098,2,37,427384.72,4105335.25
151,4,38,1,38,427709.81,4107673.0
151,4,11099,2,38,427709.81,4107673.0
152,4,39,1,39,427599.75,4110335.0
153,4,40,1,40,426946.25,4113211.75
108,5,41,1,41,384010.38,4070877.75
108,5,11100,2,41,384010.38,4070877.75
117,5,42,1,42,414081.97,4077902.75
117,5,11101,2,42,414081.97,4077902.75
117,5,20245,3,42,414081.97,4077902.75
117,5,27849,4,42,414081.97,4077902.75
118,5,43,1,43,414920.16,4079028.25
118,5,11102,2,43,414920.16,4079028.25
118,5,20246,3,43,414920.16,4079028.25
118,5,27850,4,43,414920.16,4079028.25
119,5,44,1,44,415516.47,4080033.5
119,5,11103,2,44,415516.47,4080033.5
119,5,20247,3,44,415516.47,4080033.5
119,5,27851,4,44,415516.47,4080033.5
120,5,45,1,45,416046.16,4080980.5
120,5,11104,2,45,416046.16,4080980.5
120,5,20248,3,45,416046.16,4080980.5
120,5,27852,4,45,416046.16,4080980.5
121,5,46,1,46,416493.59,4081778.25
121,5,11105,2,46,416493.59,4081778.25
121,5,20249,3,46,416493.59,4081778.25
121,5,27853,4,46,416493.59,4081778.25
122,5,47,1,47,416893.91,4082483.75
122,5,11106,2,47,416893.91,4082483.75
122,5,20250,3,47,416893.91,4082483.75
122,5,27854,4,47,416893.91,4082483.75
123,5,48,1,48,417266.44,4083135.75
123,5,11107,2,48,417266.44,4083135.75
123,5,20251,3,48,417266.44,4083135.75
123,5,27855,4,48,417266.44,4083135.75
124,5,49,1,49,417609.12,4083728.0
124,5,11108,2,49,417609.12,4083728.0
124,5,20252,3,49,417609.12,4083728.0
124,5,27856,4,49,417609.12,4083728.0
125,5,50,1,50,417939.0,4084292.5
125,5,11109,2,50,417939.0,4084292.5
125,5,20253,3,50,417939.0,4084292.5
125,5,27857,4,50,417939.0,4084292.5
125,5,34228,5,50,417939.0,4084292.5
125,5,39402,6,50,417939.0,4084292.5
125,5,43588,7,50,417939.0,4084292.5
126,5,51,1,51,418257.91,4084832.25
126,5,11110,2,51,418257.91,4084832.25
126,5,20254,3,51,418257.91,4084832.25
126,5,27858,4,51,418257.91,4084832.25
126,5,34229,5,51,418257.91,4084832.25
126,5,39403,6,51,418257.91,4084832.25
126,5,43589,7,51,418257.91,4084832.25
126,5,46877,8,51,418257.91,4084832.25
126,5,49416,9,51,418257.91,4084832.25
126,5,51224,10,51,418257.91,4084832.25
127,5,52,1,52,418567.62,4085353.0
127,5,11111,2,52,418567.62,4085353.0
127,5,20255,3,52,418567.62,4085353.0
127,5,27859,4,52,418567.62,4085353.0
127,5,34230,5,52,418567.62,4085353.0
127,5,39404,6,52,418567.62,4085353.0
127,5,43590,7,52,418567.62,4085353.0
127,5,46878,8,52,418567.62,4085353.0
127,5,49417,9,52,418567.62,4085353.0
127,5,51225,10,52,418567.62,4085353.0
128,5,53,1,53,418868.31,4085858.0
128,5,11112,2,53,418868.31,4085858.0
128,5,20256,3,53,418868.31,4085858.0
128,5,27860,4,53,418868.31,4085858.0
128,5,34231,5,53,418868.31,4085858.0
128,5,39405,6,53,418868.31,4085858.0
128,5,43591,7,53,418868.31,4085858.0
128,5,46879,8,53,418868.31,4085858.0
128,5,49418,9,53,418868.31,4085858.0
128,5,51226,10,53,418868.31,4085858.0
129,5,54,1,54,419160.31,4086347.75
129,5,11113,2,54,419160.31,4086347.75
129,5,20257,3,54,419160.31,4086347.75
129,5,27861,4,54,419160.31,4086347.75
129,5,34232,5,54,419160.31,4086347.75
129,5,39406,6,54,419160.31,4086347.75
129,5,43592,7,54,419160.31,4086347.75
129,5,46880,8,54,419160.31,4086347.75
129,5,49419,9,54,419160.31,4086347.75
129,5,51227,10,54,419160.31,4086347.75
130,5,55,1,55,419442.44,4086832.75
130,5,11114,2,55,419442.44,4086832.75
130,5,20258,3,55,419442.44,4086832.75
130,5,27862,4,55,419442.44,4086832.75
130,5,34233,5,55,419442.44,4086832.75
130,5,39407,6,55,419442.44,4086832.75
130,5,43593,7,55,419442.44,4086832.75
130,5,46881,8,55,419442.44,4086832.75
130,5,49420,9,55,419442.44,4086832.75
130,5,51228,10,55,419442.44,4086832.75
131,5,56,1,56,419712.69,4087313.0
131,5,11115,2,56,419712.69,4087313.0
131,5,20259,3,56,419712.69,4087313.0
131,5,27863,4,56,419712.69,4087313.0
131,5,34234,5,56,419712.69,4087313.0
131,5,39408,6,56,419712.69,4087313.0
131,5,43594,7,56,419712.69,4087313.0
131,5,46882,8,56,419712.69,4087313.0
131,5,49421,9,56,419712.69,4087313.0
131,5,51229,10,56,419712.69,4087313.0
131,5,52566,11,56,419712.69,4087313.0
132,5,57,1,57,419969.41,4087789.75
132,5,11116,2,57,419969.41,4087789.75
132,5,20260,3,57,419969.41,4087789.75
132,5,27864,4,57,419969.41,4087789.75
132,5,34235,5,57,419969.41,4087789.75
132,5,39409,6,57,419969.41,4087789.75
132,5,43595,7,57,419969.41,4087789.75
132,5,46883,8,57,419969.41,4087789.75
132,5,49422,9,57,419969.41,4087789.75
132,5,51230,10,57,419969.41,4087789.75
132,5,52567,11,57,419969.41,4087789.75
133,5,58,1,58,420211.62,4088275.0
133,5,11117,2,58,420211.62,4088275.0
133,5,20261,3,58,420211.62,4088275.0
133,5,27865,4,58,420211.62,4088275.0
133,5,34236,5,58,420211.62,4088275.0
133,5,39410,6,58,420211.62,4088275.0
133,5,43596,7,58,420211.62,4088275.0
133,5,46884,8,58,420211.62,4088275.0
133,5,49423,9,58,420211.62,4088275.0
133,5,51231,10,58,420211.62,4088275.0
133,5,52568,11,58,420211.62,4088275.0
134,5,59,1,59,420441.16,4088770.25
134,5,11118,2,59,420441.16,4088770.25
134,5,20262,3,59,420441.16,4088770.25
134,5,27866,4,59,420441.16,4088770.25
134,5,34237,5,59,420441.16,4088770.25
134,5,39411,6,59,420441.16,4088770.25
134,5,43597,7,59,420441.16,4088770.25
135,5,60,1,60,420661.41,4089290.5
135,5,11119,2,60,420661.41,4089290.5
135,5,20263,3,60,420661.41,4089290.5
135,5,27867,4,60,420661.41,4089290.5
135,5,34238,5,60,420661.41,4089290.5
135,5,39412,6,60,420661.41,4089290.5
135,5,43598,7,60,420661.41,4089290.5
136,5,61,1,61,420879.31,4089845.0
136,5,11120,2,61,420879.31,4089845.0
136,5,20264,3,61,420879.31,4089845.0
136,5,27868,4,61,420879.31,4089845.0
136,5,34239,5,61,420879.31,4089845.0
137,5,62,1,62,421103.16,4090440.0
137,5,11121,2,62,421103.16,4090440.0
137,5,20265,3,62,421103.16,4090440.0
137,5,27869,4,62,421103.16,4090440.0
137,5,34240,5,62,421103.16,4090440.0
138,5,63,1,63,421340.62,4091092.5
138,5,11122,2,63,421340.62,4091092.5
138,5,20266,3,63,421340.62,4091092.5
138,5,27870,4,63,421340.62,4091092.5
138,5,34241,5,63,421340.62,4091092.5
139,5,64,1,64,421599.12,4091807.25
139,5,11123,2,64,421599.12,4091807.25
139,5,20267,3,64,421599.12,4091807.25
139,5,27871,4,64,421599.12,4091807.25
139,5,34242,5,64,421599.12,4091807.25
140,5,65,1,65,421883.88,4092592.25
140,5,11124,2,65,421883.88,4092592.25
140,5,20268,3,65,421883.88,4092592.25
140,5,27872,4,65,421883.88,4092592.25
140,5,34243,5,65,421883.88,4092592.25
141,5,66,1,66,422198.31,4093457.5
141,5,11125,2,66,422198.31,4093457.5
141,5,20269,3,66,422198.31,4093457.5
141,5,27873,4,66,422198.31,4093457.5
141,5,34244,5,66,422198.31,4093457.5
142,5,67,1,67,422544.53,4094397.75
142,5,11126,2,67,422544.53,4094397.75
142,5,20270,3,67,422544.53,4094397.75
142,5,27874,4,67,422544.53,4094397.75
142,5,34245,5,67,422544.53,4094397.75
142,5,39413,6,67,422544.53,4094397.75
143,5,68,1,68,422922.69,4095417.5
143,5,11127,2,68,422922.69,4095417.5
143,5,20271,3,68,422922.69,4095417.5
143,5,27875,4,68,422922.69,4095417.5
143,5,34246,5,68,422922.69,4095417.5
143,5,39414,6,68,422922.69,4095417.5
144,5,69,1,69,423331.97,4096522.5
144,5,11128,2,69,423331.97,4096522.5
144,5,20272,3,69,423331.97,4096522.5
144,5,27876,4,69,423331.97,4096522.5
144,5,34247,5,69,423331.97,4096522.5
144,5,39415,6,69,423331.97,4096522.5
144,5,43599,7,69,423331.97,4096522.5
144,5,46885,8,69,423331.97,4096522.5
145,5,70,1,70,423770.09,4097702.0
145,5,11129,2,70,423770.09,4097702.0
145,5,20273,3,70,423770.09,4097702.0
145,5,27877,4,70,423770.09,4097702.0
145,5,34248,5,70,423770.09,4097702.0
145,5,39416,6,70,423770.09,4097702.0
146,5,71,1,71,424233.56,4098949.75
146,5,11130,2,71,424233.56,4098949.75
146,5,20274,3,71,424233.56,4098949.75
146,5,27878,4,71,424233.56,4098949.75
146,5,34249,5,71,424233.56,4098949.75
146,5,39417,6,71,424233.56,4098949.75
147,5,72,1,72,424718.28,4100252.25
147,5,11131,2,72,424718.28,4100252.25
147,5,20275,3,72,424718.28,4100252.25
147,5,27879,4,72,424718.28,4100252.25
147,5,34250,5,72,424718.28,4100252.25
147,5,39418,6,72,424718.28,4100252.25
148,5,73,1,73,425218.0,4101590.0
148,5,11132,2,73,425218.0,4101590.0
148,5,20276,3,73,425218.0,4101590.0
148,5,27880,4,73,425218.0,4101590.0
149,5,74,1,74,425735.19,4103187.5
149,5,11133,2,74,425735.19,4103187.5
149,5,20277,3,74,425735.19,4103187.5
149,5,27881,4,74,425735.19,4103187.5
150,5,75,1,75,426217.28,4105200.25
150,5,11134,2,75,426217.28,4105200.25
151,5,76,1,76,426597.38,4107402.25
151,5,11135,2,76,426597.38,4107402.25
152,5,77,1,77,426567.31,4109872.75
153,5,78,1,78,425993.75,4112449.0
108,6,79,1,79,384245.38,4072700.75
108,6,11136,2,79,384245.38,4072700.75
108,6,20278,3,79,384245.38,4072700.75
117,6,80,1,80,412814.25,4079270.5
117,6,11137,2,80,412814.25,4079270.5
117,6,20279,3,80,412814.25,4079270.5
117,6,27882,4,80,412814.25,4079270.5
118,6,81,1,81,413407.25,4080227.75
118,6,11138,2,81,413407.25,4080227.75
118,6,20280,3,81,413407.25,4080227.75
118,6,27883,4,81,413407.25,4080227.75
119,6,82,1,82,413896.97,4081065.5
119,6,11139,2,82,413896.97,4081065.5
119,6,20281,3,82,413896.97,4081065.5
119,6,27884,4,82,413896.97,4081065.5
120,6,83,1,83,414357.47,4081822.75
120,6,11140,2,83,414357.47,4081822.75
120,6,20282,3,83,414357.47,4081822.75
120,6,27885,4,83,414357.47,4081822.75
121,6,84,1,84,414793.25,4082517.5
121,6,11141,2,84,414793.25,4082517.5
121,6,20283,3,84,414793.25,4082517.5
121,6,27886,4,84,414793.25,4082517.5
122,6,85,1,85,415208.19,4083160.25
122,6,11142,2,85,415208.19,4083160.25
122,6,20284,3,85,415208.19,4083160.25
122,6,27887,4,85,415208.19,4083160.25
123,6,86,1,86,415606.0,4083757.75
123,6,11143,2,86,415606.0,4083757.75
123,6,20285,3,86,415606.0,4083757.75
123,6,27888,4,86,415606.0,4083757.75
124,6,87,1,87,415988.72,4084317.75
124,6,11144,2,87,415988.72,4084317.75
124,6,20286,3,87,415988.72,4084317.75
124,6,27889,4,87,415988.72,4084317.75
125,6,88,1,88,416358.81,4084850.25
125,6,11145,2,88,416358.81,4084850.25
125,6,20287,3,88,416358.81,4084850.25
125,6,27890,4,88,416358.81,4084850.25
125,6,34251,5,88,416358.81,4084850.25
125,6,39419,6,88,416358.81,4084850.25
125,6,43600,7,88,416358.81,4084850.25
125,6,46886,8,88,416358.81,4084850.25
126,6,89,1,89,416718.25,4085357.75
126,6,11146,2,89,416718.25,4085357.75
126,6,20288,3,89,416718.25,4085357.75
126,6,27891,4,89,416718.25,4085357.75
126,6,34252,5,89,416718.25,4085357.75
126,6,39420,6,89,416718.25,4085357.75
126,6,43601,7,89,416718.25,4085357.75
127,6,90,1,90,417068.44,4085845.0
127,6,11147,2,90,417068.44,4085845.0
127,6,20289,3,90,417068.44,4085845.0
127,6,27892,4,90,417068.44,4085845.0
127,6,34253,5,90,417068.44,4085845.0
127,6,39421,6,90,417068.44,4085845.0
127,6,43602,7,90,417068.44,4085845.0
127,6,46887,8,90,417068.44,4085845.0
127,6,49424,9,90,417068.44,4085845.0
127,6,51232,10,90,417068.44,4085845.0
128,6,91,1,91,417409.53,4086317.5
128,6,11148,2,91,417409.53,4086317.5
128,6,20290,3,91,417409.53,4086317.5
128,6,27893,4,91,417409.53,4086317.5
128,6,34254,5,91,417409.53,4086317.5
128,6,39422,6,91,417409.53,4086317.5
128,6,43603,7,91,417409.53,4086317.5
128,6,46888,8,91,417409.53,4086317.5
128,6,49425,9,91,417409.53,4086317.5
128,6,51233,10,91,417409.53,4086317.5
129,6,92,1,92,417741.62,4086778.0
129,6,11149,2,92,417741.62,4086778.0
129,6,20291,3,92,417741.62,4086778.0
129,6,27894,4,92,417741.62,4086778.0
129,6,34255,5,92,417741.62,4086778.0
129,6,39423,6,92,417741.62,4086778.0
129,6,43604,7,92,417741.62,4086778.0
129,6,46889,8,92,417741.62,4086778.0
129,6,49426,9,92,417741.62,4086778.0
129,6,51234,10,92,417741.62,4086778.0
130,6,93,1,93,418062.44,4087230.5
130,6,11150,2,93,418062.44,4087230.5
130,6,20292,3,93,418062.44,4087230.5
130,6,27895,4,93,418062.44,4087230.5
130,6,34256,5,93,418062.44,4087230.5
130,6,39424,6,93,418062.44,4087230.5
130,6,43605,7,93,418062.44,4087230.5
130,6,46890,8,93,418062.44,4087230.5
130,6,49427,9,93,418062.44,4087230.5
130,6,51235,10,93,418062.44,4087230.5
131,6,94,1,94,418368.69,4087680.25
131,6,11151,2,94,418368.69,4087680.25
131,6,20293,3,94,418368.69,4087680.25
131,6,27896,4,94,418368.69,4087680.25
131,6,34257,5,94,418368.69,4087680.25
131,6,39425,6,94,418368.69,4087680.25
131,6,43606,7,94,418368.69,4087680.25
131,6,46891,8,94,418368.69,4087680.25
131,6,49428,9,94,418368.69,4087680.25
131,6,51236,10,94,418368.69,4087680.25
131,6,52569,11,94,418368.69,4087680.25
132,6,95,1,95,418657.44,4088130.25
132,6,11152,2,95,418657.44,4088130.25
132,6,20294,3,95,418657.44,4088130.25
132,6,27897,4,95,418657.44,4088130.25
132,6,34258,5,95,418657.44,4088130.25
132,6,39426,6,95,418657.44,4088130.25
132,6,43607,7,95,418657.44,4088130.25
132,6,46892,8,95,418657.44,4088130.25
132,6,49429,9,95,418657.44,4088130.25
132,6,51237,10,95,418657.44,4088130.25
132,6,52570,11,95,418657.44,4088130.25
133,6,96,1,96,418927.16,4088587.5
133,6,11153,2,96,418927.16,4088587.5
133,6,20295,3,96,418927.16,4088587.5
133,6,27898,4,96,418927.16,4088587.5
133,6,34259,5,96,418927.16,4088587.5
133,6,39427,6,96,418927.16,4088587.5
133,6,43608,7,96,418927.16,4088587.5
133,6,46893,8,96,418927.16,4088587.5
133,6,49430,9,96,418927.16,4088587.5
133,6,51238,10,96,418927.16,4088587.5
133,6,52571,11,96,418927.16,4088587.5
134,6,97,1,97,419178.91,4089062.5
134,6,11154,2,97,419178.91,4089062.5
134,6,20296,3,97,419178.91,4089062.5
134,6,27899,4,97,419178.91,4089062.5
134,6,34260,5,97,419178.91,4089062.5
134,6,39428,6,97,419178.91,4089062.5
134,6,43609,7,97,419178.91,4089062.5
135,6,98,1,98,419416.69,4089562.5
135,6,11155,2,98,419416.69,4089562.5
135,6,20297,3,98,419416.69,4089562.5
135,6,27900,4,98,419416.69,4089562.5
135,6,34261,5,98,419416.69,4089562.5
135,6,39429,6,98,419416.69,4089562.5
135,6,43610,7,98,419416.69,4089562.5
136,6,99,1,99,419647.72,4090095.0
136,6,11156,2,99,419647.72,4090095.0
136,6,20298,3,99,419647.72,4090095.0
136,6,27901,4,99,419647.72,4090095.0
136,6,34262,5,99,419647.72,4090095.0
137,6,100,1,100,419880.41,4090675.0
137,6,11157,2,100,419880.41,4090675.0
137,6,20299,3,100,419880.41,4090675.0
137,6,27902,4,100,419880.41,4090675.0
137,6,34263,5,100,419880.41,4090675.0
138,6,101,1,101,420124.62,4091317.5
138,6,11158,2,101,420124.62,4091317.5
138,6,20300,3,101,420124.62,4091317.5
138,6,27903,4,101,420124.62,4091317.5
138,6,34264,5,101,420124.62,4091317.5
139,6,102,1,102,420388.16,4092022.5
139,6,11159,2,102,420388.16,4092022.5
139,6,20301,3,102,420388.16,4092022.5
139,6,27904,4,102,420388.16,4092022.5
139,6,34265,5,102,420388.16,4092022.5
140,6,103,1,103,420676.59,4092797.75
140,6,11160,2,103,420676.59,4092797.75
140,6,20302,3,103,420676.59,4092797.75
140,6,27905,4,103,420676.59,4092797.75
140,6,34266,5,103,420676.59,4092797.75
141,6,104,1,104,420994.59,4093650.25
141,6,11161,2,104,420994.59,4093650.25
141,6,20303,3,104,420994.59,4093650.25
141,6,27906,4,104,420994.59,4093650.25
141,6,34267,5,104,420994.59,4093650.25
142,6,105,1,105,421344.03,4094579.75
142,6,11162,2,105,421344.03,4094579.75
142,6,20304,3,105,421344.03,4094579.75
142,6,27907,4,105,421344.03,4094579.75
142,6,34268,5,105,421344.03,4094579.75
143,6,106,1,106,421725.53,4095592.75
143,6,11163,2,106,421725.53,4095592.75
143,6,20305,3,106,421725.53,4095592.75
143,6,27908,4,106,421725.53,4095592.75
143,6,34269,5,106,421725.53,4095592.75
143,6,39430,6,106,421725.53,4095592.75
144,6,107,1,107,422138.09,4096687.25
144,6,11164,2,107,422138.09,4096687.25
144,6,20306,3,107,422138.09,4096687.25
144,6,27909,4,107,422138.09,4096687.25
144,6,34270,5,107,422138.09,4096687.25
144,6,39431,6,107,422138.09,4096687.25
144,6,43611,7,107,422138.09,4096687.25
144,6,46894,8,107,422138.09,4096687.25
145,6,108,1,108,422578.56,4097857.25
145,6,11165,2,108,422578.56,4097857.25
145,6,20307,3,108,422578.56,4097857.25
145,6,27910,4,108,422578.56,4097857.25
145,6,34271,5,108,422578.56,4097857.25
145,6,39432,6,108,422578.56,4097857.25
146,6,109,1,109,423043.75,4099092.5
146,6,11166,2,109,423043.75,4099092.5
146,6,20308,3,109,423043.75,4099092.5
146,6,27911,4,109,423043.75,4099092.5
146,6,34272,5,109,423043.75,4099092.5
146,6,39433,6,109,423043.75,4099092.5
147,6,110,1,110,423529.31,4100382.75
